A|A|113|20200601|20200630|20200708|999|SISTEMA SAC         
C|C|1066 |PORTEIRINHA                             |MG|    |0000000|        01058041185010000000
C|C|1067 |MORADA NOVA                             |CE|    |0000000|        01058041185010000000
C|C|1068 |CATOLE DO ROCHA                         |PB|    |0000000|        01058041185010000000
C|C|1069 |CANINDE DE SAO FRANCISCO                |SE|    |0000000|        01058041185010000000
C|C|1070 |JOAIMA                                  |MG|    |0000000|        01058041185010000000
C|C|1071 |HERVAL                                  |RS|    |0000000|        01058041185010000000
C|C|1072 |LAJEDO                                  |PE|    |0000000|        01058041185010000000
C|C|1073 |CAPELINHA                               |MG|    |0000000|        01058041185010000000
C|C|1074 |LEBON REGIS                             |SC|    |0000000|        01058041185010000000
C|C|1075 |ALVORADA                                |RS|    |0000000|        01058041185010000000
C|C|1076 |GUAPOREMA                               |PR|    |0000000|        01058041185010000000
C|C|1077 |BARRA DO CHAPEU                         |SP|    |0000000|        01058041185010000000
C|C|1078 |PONTAL DO PARANA                        |PR|    |0000000|        01058041185010000000
C|C|1079 |SANTANA DA BOA VISTA                    |RS|    |0000000|        01058041185010000000
C|C|1080 |TAMBAU                                  |SP|    |0000000|        01058041185010000000
C|C|1081 |PIRES DO RIO                            |GO|    |0000000|        01058041185010000000
C|C|1082 |DESTERRO DE ENTRE RIOS                  |MG|    |0000000|        01058041185010000000
C|C|1083 |PARANAIBA                               |MS|    |0000000|        01058041185010000000
C|C|1084 |APUIARES                                |CE|    |0000000|        01058041185010000000
C|C|1085 |SOUTO SOARES                            |BA|    |0000000|        01058041185010000000
C|C|1086 |PIMENTA BUENO                           |RO|    |0000000|        01058041185010000000
C|C|1087 |BARROSO                                 |MG|    |0000000|        01058041185010000000
C|C|1088 |ITAMARI                                 |BA|    |0000000|        01058041185010000000
C|C|1089 |MATEUS LEME                             |MG|    |0000000|        01058041185010000000
C|C|1090 |GOIABEIRA                               |MG|    |0000000|        01058041185010000000
C|C|1091 |ANCHIETA                                |ES|    |0000000|        01058041185010000000
C|C|1092 |UBIRAJARA                               |SP|    |0000000|        01058041185010000000
C|C|1093 |PILAR DO SUL                            |SP|    |0000000|        01058041185010000000
C|C|1094 |APARECIDA                               |SP|    |0000000|        01058041185010000000
C|C|1095 |TRAIRI                                  |CE|    |0000000|        01058041185010000000
C|C|1096 |VARGINHA                                |MG|    |0000000|        01058041185010000000
C|C|1097 |PEIXOTO DE AZEVEDO                      |MT|    |0000000|        01058041185010000000
C|C|1098 |RIO PIRACICABA                          |MG|    |0000000|        01058041185010000000
C|C|1099 |ITAJU DO COLONIA                        |BA|    |0000000|        01058041185010000000
C|C|1100 |CAMOCIM                                 |CE|    |0000000|        01058041185010000000
C|C|1101 |MARIA DA FE                             |MG|    |0000000|        01058041185010000000
C|C|1102 |PORTO NACIONAL                          |TO|    |0000000|        01058041185010000000
C|C|1103 |SANTA LUZIA DO PARUA                    |MA|    |0000000|        01058041185010000000
C|C|1104 |CATU                                    |BA|    |0000000|        01058041185010000000
C|C|1105 |OURO BRANCO                             |MG|    |0000000|        01058041185010000000
C|C|1106 |UAUA                                    |BA|    |0000000|        01058041185010000000
C|C|1107 |CAMACARI                                |BA|    |0000000|        01058041185010000000
C|C|1108 |ALVINOPOLIS                             |MG|    |0000000|        01058041185010000000
C|C|1109 |HELIODORA                               |MG|    |0000000|        01058041185010000000
C|C|1110 |IPIACU                                  |MG|    |0000000|        01058041185010000000
C|C|1111 |RUBELITA                                |MG|    |0000000|        01058041185010000000
C|C|1112 |SAO THOME DAS LETRAS                    |MG|    |0000000|        01058041185010000000
C|C|1113 |CAMPOS BELOS                            |GO|    |0000000|        01058041185010000000
C|C|1114 |ITAPURANGA                              |GO|    |0000000|        01058041185010000000
C|C|1115 |JESUITAS                                |PR|    |0000000|        01058041185010000000
C|C|1116 |BOA VENTURA                             |PB|    |0000000|        01058041185010000000
C|C|1117 |CAMAQUA                                 |RS|    |0000000|        01058041185010000000
C|C|1118 |ALFENAS                                 |MG|    |0000000|        01058041185010000000
C|C|1119 |SAO JOAO DA BARRA                       |RJ|    |0000000|        01058041185010000000
C|C|1120 |CHARQUEADAS                             |RS|    |0000000|        01058041185010000000
C|C|1121 |ITAPIPOCA                               |CE|    |0000000|        01058041185010000000
C|C|1122 |CACAPAVA                                |SP|    |0000000|        01058041185010000000
C|C|1123 |MIRABELA                                |MG|    |0000000|        01058041185010000000
C|C|1124 |VITORIA DO XINGU                        |PA|    |0000000|        01058041185010000000
C|C|1125 |ALTO CAPARAO                            |MG|    |0000000|        01058041185010000000
C|C|1126 |CARAGUATATUBA                           |SP|    |0000000|        01058041185010000000
C|C|1127 |MARECHAL FLORIANO                       |ES|    |0000000|        01058041185010000000
C|C|1128 |SAO LUIS DO QUITUNDE                    |AL|    |0000000|        01058041185010000000
C|C|1129 |ENTRE FOLHAS                            |MG|    |0000000|        01058041185010000000
C|C|1130 |VASSOURAS                               |RJ|    |0000000|        01058041185010000000
C|C|1131 |MATELANDIA                              |PR|    |0000000|        01058041185010000000
C|C|1132 |JANDAIA DO SUL                          |PR|    |0000000|        01058041185010000000
C|C|1133 |ARIPUANA                                |MT|    |0000000|        01058041185010000000
C|C|1134 |Poa                                     |SP|    |0000000|        01058035398060000000
C|C|1135 |HELIOPOLIS                              |BA|    |0000000|        01058041185010000000
C|C|1136 |PARANA                                  |TO|    |0000000|        01058041185010000000
C|C|1137 |LENCOIS PAULISTA                        |SP|    |0000000|        01058041185010000000
C|C|1138 |ITU                                     |SP|    |0000000|        01058041185010000000
C|C|1139 |LORENA                                  |SP|    |0000000|        01058041185010000000
C|C|1140 |SAO MARTINHO                            |SC|    |0000000|        01058041185010000000
C|C|1141 |CARIACICA                               |ES|    |0000000|        01058041185010000000
C|C|1142 |SAO MATEUS                              |ES|    |0000000|        01058041185010000000
C|C|1143 |PICOS                                   |PI|    |0000000|        01058041185010000000
C|C|1144 |TOMBOS                                  |MG|    |0000000|        01058041185010000000
C|C|1145 |VERDELANDIA                             |MG|    |0000000|        01058041185010000000
C|C|1146 |PORTO FRANCO                            |MA|    |0000000|        01058041185010000000
C|C|1147 |PONTA PORA                              |MS|    |0000000|        01058041185010000000
C|C|1148 |PINHEIROS                               |ES|    |0000000|        01058041185010000000
C|C|1149 |CRUZEIRO DO SUL                         |PR|    |0000000|        01058041185010000000
C|C|1150 |SANTANA DE CATAGUASES                   |MG|    |0000000|        01058041185010000000
C|C|1151 |CONCEICAO DE MACABU                     |RJ|    |0000000|        01058041185010000000
C|C|1152 |NAQUE                                   |MG|    |0000000|        01058041185010000000
C|C|1153 |POCO VERDE                              |SE|    |0000000|        01058041185010000000
C|C|1154 |RIOZINHO                                |RS|    |0000000|        01058041185010000000
C|C|1155 |PETROLANDIA                             |PE|    |0000000|        01058041185010000000
C|C|1156 |POUSO ALTO                              |MG|    |0000000|        01058041185010000000
C|C|1157 |PRANCHITA                               |PR|    |0000000|        01058041185010000000
C|C|1158 |AUGUSTO DE LIMA                         |MG|    |0000000|        01058041185010000000
C|C|1159 |IGUARACI                                |PE|    |0000000|        01058041185010000000
C|C|1160 |CASIMIRO DE ABREU                       |RJ|    |0000000|        01058041185010000000
C|C|1161 |SERTANIA                                |PE|    |0000000|        01058041185010000000
C|C|1162 |JUNDIAI DO SUL                          |PR|    |0000000|        01058041185010000000
C|C|1163 |ORLEANS                                 |SC|    |0000000|        01058041185010000000
C|C|1164 |ALVINLANDIA                             |SP|    |0000000|        01058041185010000000
C|C|1165 |SANTO ANTONIO DO RETIRO                 |MG|    |0000000|        01058041185010000000
C|C|1166 |ARARUNA                                 |PB|    |0000000|        01058041185010000000
C|C|1167 |TREMEMBE                                |SP|    |0000000|        01058041185010000000
C|C|1168 |JOAO MONLEVADE                          |MG|    |0000000|        01058041185010000000
C|C|1169 |CAPELA DO ALTO                          |SP|    |0000000|        01058041185010000000
C|C|1170 |RONDON                                  |PR|    |0000000|        01058041185010000000
C|C|1171 |BELFORD ROXO                            |RJ|    |0000000|        01058041185010000000
C|C|1172 |IPIXUNA DO PARA                         |PA|    |0000000|        01058041185010000000
C|C|1173 |VALENCA                                 |BA|    |0000000|        01058041185010000000
C|C|1174 |ITANHAEM                                |SP|    |0000000|        01058041185010000000
C|C|1175 |ITAGUAI                                 |RJ|    |0000000|        01058041185010000000
C|C|1176 |GASTAO VIDIGAL                          |SP|    |0000000|        01058041185010000000
C|C|1177 |PAU DOS FERROS                          |RN|    |0000000|        01058041185010000000
C|C|1178 |MUANA                                   |PA|    |0000000|        01058041185010000000
C|C|1179 |AREIA BRANCA                            |RN|    |0000000|        01058041185010000000
C|C|1180 |CATANDUVA                               |SP|    |0000000|        01058041185010000000
C|C|1181 |AGUA BOA                                |MT|    |0000000|        01058041185010000000
C|C|1182 |SANTANA DO CARIRI                       |CE|    |0000000|        01058041185010000000
C|C|1183 |GOVERNADOR LUIZ ROCHA                   |MA|    |0000000|        01058041185010000000
C|C|1184 |OLHO D AGUA DAS CUNHAS                  |MA|    |0000000|        01058041185010000000
C|C|1185 |JAGUAPITA                               |PR|    |0000000|        01058041185010000000
C|C|1186 |MARCO                                   |CE|    |0000000|        01058041185010000000
C|C|1187 |RODEIRO                                 |MG|    |0000000|        01058041185010000000
C|C|1188 |RIO LARGO                               |AL|    |0000000|        01058041185010000000
C|C|1189 |CARANGOLA                               |MG|    |0000000|        01058041185010000000
C|C|1190 |BRUMADINHO                              |MG|    |0000000|        01058041185010000000
C|C|1191 |ITAPIRA                                 |SP|    |0000000|        01058041185010000000
C|C|1192 |SAO VICENTE                             |SP|    |0000000|        01058041185010000000
C|C|1193 |ALAGOINHAS                              |BA|    |0000000|        01058041185010000000
C|C|1194 |LEME DO PRADO                           |MG|    |0000000|        01058041185010000000
C|C|1195 |GENERAL SALGADO                         |SP|    |0000000|        01058041185010000000
C|C|1196 |UBATUBA                                 |SP|    |0000000|        01058041185010000000
C|C|1197 |RIO BONITO                              |RJ|    |0000000|        01058041185010000000
C|C|1198 |CACHOEIRAS DE MACACU                    |RJ|    |0000000|        01058041185010000000
C|C|1199 |GONZAGA                                 |MG|    |0000000|        01058041185010000000
C|C|1200 |MANDURI                                 |SP|    |0000000|        01058041185010000000
C|C|1201 |NAZARE DA MATA                          |PE|    |0000000|        01058041185010000000
C|C|1202 |CARMO DO RIO VERDE                      |GO|    |0000000|        01058041185010000000
C|C|1203 |PIAU                                    |MG|    |0000000|        01058041185010000000
C|C|1204 |ALAGOA                                  |MG|    |0000000|        01058041185010000000
C|C|1205 |BIRIGUI                                 |SP|    |0000000|        01058041185010000000
C|C|1206 |SENADOR CANEDO                          |GO|    |0000000|        01058041185010000000
C|C|1207 |SAO JOAO DO PIAUI                       |PI|    |0000000|        01058041185010000000
C|C|1208 |ITABIRITO                               |MG|    |0000000|        01058041185010000000
C|C|1209 |CHAPADINHA                              |MA|    |0000000|        01058041185010000000
C|C|1210 |CERQUEIRA CESAR                         |SP|    |0000000|        01058041185010000000
C|C|1211 |NOSSA SENHORA DAS GRACAS                |PR|    |0000000|        01058041185010000000
C|C|1212 |SOROCABA                                |SP|    |0000000|        01058041185010000000
C|C|1213 |ANDARAI                                 |BA|    |0000000|        01058041185010000000
C|C|1214 |IPIRANGA DO NORTE                       |MT|    |0000000|        01058041185010000000
C|C|1215 |TIMBAUBA DOS BATISTAS                   |RN|    |0000000|        01058041185010000000
C|C|1216 |MATA DE SAO JOAO                        |BA|    |0000000|        01058041185010000000
C|C|1217 |TIMBO GRANDE                            |SC|    |0000000|        01058041185010000000
C|C|1218 |RIO DAS FLORES                          |RJ|    |0000000|        01058041185010000000
C|C|1219 |CRISTIANO OTONI                         |MG|    |0000000|        01058041185010000000
C|C|1220 |APORA                                   |BA|    |0000000|        01058041185010000000
C|C|1221 |RUY BARBOSA                             |BA|    |0000000|        01058041185010000000
C|C|1222 |CUMARU                                  |PE|    |0000000|        01058041185010000000
C|C|1223 |CABREUVA                                |SP|    |0000000|        01058041185010000000
C|C|1224 |ITAQUITINGA                             |PE|    |0000000|        01058041185010000000
C|C|1225 |RIO FORMOSO                             |PE|    |0000000|        01058041185010000000
C|C|1226 |CONDE                                   |BA|    |0000000|        01058041185010000000
C|C|1227 |SANTA ISABEL                            |SP|    |0000000|        01058041185010000000
C|C|1228 |CONSELHEIRO LAFAIETE                    |MG|    |0000000|        01058041185010000000
C|C|1229 |BONITO                                  |PE|    |0000000|        01058041185010000000
C|C|1230 |IBIRAPUA                                |BA|    |0000000|        01058041185010000000
C|C|1231 |CAMPINA GRANDE                          |PB|    |0000000|        01058041185010000000
C|C|1232 |BELA CRUZ                               |CE|    |0000000|        01058041185010000000
C|C|1233 |FREI LAGONEGRO                          |MG|    |0000000|        01058041185010000000
C|C|1234 |SANTO ANTONIO DA PATRULHA               |RS|    |0000000|        01058041185010000000
C|C|1235 |CUITE                                   |PB|    |0000000|        01058041185010000000
C|C|1236 |PAULICEIA                               |SP|    |0000000|        01058041185010000000
C|C|1237 |ZE DOCA                                 |MA|    |0000000|        01058041185010000000
C|C|1238 |CAMBUI                                  |MG|    |0000000|        01058041185010000000
C|C|1239 |MACAUBAS                                |BA|    |0000000|        01058041185010000000
C|C|1240 |CAXIAS                                  |MA|    |0000000|        01058041185010000000
C|C|1241 |NOVA UNIAO                              |MG|    |0000000|        01058041185010000000
C|C|1242 |AGUA BRANCA                             |PI|    |0000000|        01058041185010000000
C|C|1243 |CRISTINO CASTRO                         |PI|    |0000000|        01058041185010000000
C|C|1244 |LAURO DE FREITAS                        |BA|    |0000000|        01058041185010000000
C|C|1245 |VARZEDO                                 |BA|    |0000000|        01058041185010000000
C|C|1246 |UBA                                     |MG|    |0000000|        01058041185010000000
C|C|1247 |CATALAO                                 |GO|    |0000000|        01058041185010000000
C|C|1248 |VOLTA GRANDE                            |MG|    |0000000|        01058041185010000000
C|C|1249 |ITAPETINGA                              |BA|    |0000000|        01058041185010000000
C|C|1250 |SAO PEDRO DOS FERROS                    |MG|    |0000000|        01058041185010000000
C|C|1251 |VERTENTES                               |PE|    |0000000|        01058041185010000000
C|C|1252 |MONTE ALTO                              |SP|    |0000000|        01058041185010000000
C|C|1253 |ANGELINA                                |SC|    |0000000|        01058041185010000000
C|C|1254 |RIO NOVO                                |MG|    |0000000|        01058041185010000000
C|C|1255 |RONCADOR                                |PR|    |0000000|        01058041185010000000
C|C|1256 |LOANDA                                  |PR|    |0000000|        01058041185010000000
C|C|1257 |FORMIGA                                 |MG|    |0000000|        01058041185010000000
C|C|1258 |ANANINDEUA                              |PA|    |0000000|        01058041185010000000
C|C|1259 |GAMELEIRA                               |PE|    |0000000|        01058041185010000000
C|C|1260 |ARAXA                                   |MG|    |0000000|        01058041185010000000
C|C|1261 |LUIS GOMES                              |RN|    |0000000|        01058041185010000000
C|C|1262 |GUARAMIRIM                              |SC|    |0000000|        01058041185010000000
C|C|1263 |SERRO                                   |MG|    |0000000|        01058041185010000000
C|C|1264 |CRISTINAPOLIS                           |SE|    |0000000|        01058041185010000000
C|C|1265 |ITAJUIPE                                |BA|    |0000000|        01058041185010000000
C|C|1266 |PEDREIRA                                |SP|    |0000000|        01058041185010000000
C|C|1267 |IPIRA                                   |BA|    |0000000|        01058041185010000000
C|C|1268 |AGUA LIMPA                              |GO|    |0000000|        01058041185010000000
C|C|1269 |MIMOSO DO SUL                           |ES|    |0000000|        01058041185010000000
C|C|1270 |PARACAMBI                               |RJ|    |0000000|        01058041185010000000
C|C|1271 |SANTA RITA DE CALDAS                    |MG|    |0000000|        01058041185010000000
C|C|1272 |SAO SEBASTIAO                           |SP|    |0000000|        01058041185010000000
C|C|1273 |MOCOCA                                  |SP|    |0000000|        01058041185010000000
C|C|1274 |VALENCA                                 |RJ|    |0000000|        01058041185010000000
C|C|1275 |IPUEIRAS                                |CE|    |0000000|        01058041185010000000
C|C|1276 |CANSANCAO                               |BA|    |0000000|        01058041185010000000
C|C|1277 |SAO GOTARDO                             |MG|    |0000000|        01058041185010000000
C|C|1278 |SANTA CRUZ                              |RN|    |0000000|        01058041185010000000
C|C|1279 |JABOTICABAL                             |SP|    |0000000|        01058041185010000000
C|C|1280 |CEZARINA                                |GO|    |0000000|        01058041185010000000
C|C|1281 |CAMPINA DA LAGOA                        |PR|    |0000000|        01058041185010000000
C|C|1282 |ITIQUIRA                                |MT|    |0000000|        01058041185010000000
C|C|1283 |BARRA DE SANTO ANTONIO                  |AL|    |0000000|        01058041185010000000
C|C|1284 |ARVOREZINHA                             |RS|    |0000000|        01058041185010000000
C|C|1285 |SIRINHAEM                               |PE|    |0000000|        01058041185010000000
C|C|1286 |SARANDI                                 |RS|    |0000000|        01058041185010000000
C|C|1287 |MIRINZAL                                |MA|    |0000000|        01058041185010000000
C|C|1288 |SAO JOSE DA TAPERA                      |AL|    |0000000|        01058041185010000000
C|C|1289 |VICOSA DO CEARA                         |CE|    |0000000|        01058041185010000000
C|C|1290 |DORES DO INDAIA                         |MG|    |0000000|        01058041185010000000
C|C|1291 |ARMACAO DOS BUZIOS                      |RJ|    |0000000|        01058041185010000000
C|C|1292 |SAO PAULO DO POTENGI                    |RN|    |0000000|        01058041185010000000
C|C|1293 |OLHO D AGUA DAS FLORES                  |AL|    |0000000|        01058041185010000000
C|C|1294 |GUARACI                                 |SP|    |0000000|        01058041185010000000
C|C|1295 |URUCANIA                                |MG|    |0000000|        01058041185010000000
C|C|1296 |SENADOR AMARAL                          |MG|    |0000000|        01058041185010000000
C|C|1297 |NOVA LIMA                               |MG|    |0000000|        01058041185010000000
C|C|1298 |TAIO                                    |SC|    |0000000|        01058041185010000000
C|C|1299 |SACRAMENTO                              |MG|    |0000000|        01058041185010000000
C|C|1300 |RIFAINA                                 |SP|    |0000000|        01058041185010000000
C|C|1301 |SAO JOAO DA URTIGA                      |RS|    |0000000|        01058041185010000000
C|C|1302 |CARLOS BARBOSA                          |RS|    |0000000|        01058041185010000000
C|C|1303 |PASSOS                                  |MG|    |0000000|        01058041185010000000
C|C|1304 |SANTA TERESA                            |ES|    |0000000|        01058041185010000000
C|C|1305 |SAO GONCALO DO SAPUCAI                  |MG|    |0000000|        01058041185010000000
C|C|1306 |MESSIAS TARGINO                         |RN|    |0000000|        01058041185010000000
C|C|1307 |GAUCHA DO NORTE                         |MT|    |0000000|        01058041185010000000
C|C|1308 |MARUMBI                                 |PR|    |0000000|        01058041185010000000
C|C|1309 |MONTALVANIA                             |MG|    |0000000|        01058041185010000000
C|C|1310 |SANTOS DUMONT                           |MG|    |0000000|        01058041185010000000
C|C|1311 |JUINA                                   |MT|    |0000000|        01058041185010000000
C|C|1312 |CONTENDA                                |PR|    |0000000|        01058041185010000000
C|C|1313 |OEIRAS                                  |PI|    |0000000|        01058041185010000000
C|C|1314 |EMBU-GUACU                              |SP|    |0000000|        01058041185010000000
C|C|1315 |BARBACENA                               |MG|    |0000000|        01058041185010000000
C|C|1316 |CANINDE                                 |CE|    |0000000|        01058041185010000000
C|C|1317 |JEQUITINHONHA                           |MG|    |0000000|        01058041185010000000
C|C|1318 |SAO FRANCISCO DE ITABAPOANA             |RJ|    |0000000|        01058041185010000000
C|C|1319 |LIMOEIRO                                |PE|    |0000000|        01058041185010000000
C|C|1320 |SAO ROMAO                               |MG|    |0000000|        01058041185010000000
C|C|1321 |CUNHA                                   |SP|    |0000000|        01058041185010000000
C|C|1322 |SETUBINHA                               |MG|    |0000000|        01058041185010000000
C|C|1323 |BRAGANCA                                |PA|    |0000000|        01058041185010000000
C|C|1324 |CACHOEIRA                               |BA|    |0000000|        01058041185010000000
C|C|1325 |JOANOPOLIS                              |SP|    |0000000|        01058041185010000000
C|C|1326 |ANGELANDIA                              |MG|    |0000000|        01058041185010000000
C|C|1327 |CORINTO                                 |MG|    |0000000|        01058041185010000000
C|C|1328 |HORTOLANDIA                             |SP|    |0000000|        01058041185010000000
C|C|1329 |SAO BENTO DO SAPUCAI                    |SP|    |0000000|        01058041185010000000
C|C|1330 |LUCELIA                                 |SP|    |0000000|        01058041185010000000
C|C|1331 |TAIACU                                  |SP|    |0000000|        01058041185010000000
C|C|1332 |LUZIANIA                                |GO|    |0000000|        01058041185010000000
C|C|1333 |GUARABIRA                               |PB|    |0000000|        01058041185010000000
C|C|1334 |MATA GRANDE                             |AL|    |0000000|        01058041185010000000
C|C|1335 |TURVELANDIA                             |GO|    |0000000|        01058041185010000000
C|C|1336 |MILAGRES                                |BA|    |0000000|        01058041185010000000
C|C|1337 |NOVA LONDRINA                           |PR|    |0000000|        01058041185010000000
C|C|1338 |BOM JESUS DAS SELVAS                    |MA|    |0000000|        01058041185010000000
C|C|1339 |PORTO CALVO                             |AL|    |0000000|        01058041185010000000
C|C|1340 |URUCUI                                  |PI|    |0000000|        01058041185010000000
C|C|1341 |POMPEU                                  |MG|    |0000000|        01058041185010000000
C|C|1342 |ESPERANTINOPOLIS                        |MA|    |0000000|        01058041185010000000
C|C|1343 |IPIAU                                   |BA|    |0000000|        01058041185010000000
C|C|1344 |DOUTOR ULYSSES                          |PR|    |0000000|        01058041185010000000
C|C|1345 |RIO PARDO                               |RS|    |0000000|        01058041185010000000
C|C|1346 |AGUA BRANCA                             |AL|    |0000000|        01058041185010000000
C|C|1347 |DOM SILVERIO                            |MG|    |0000000|        01058041185010000000
C|C|1348 |MOJI MIRIM                              |SP|    |0000000|        01058041185010000000
C|C|1349 |TEOTONIO VILELA                         |AL|    |0000000|        01058041185010000000
C|C|1350 |CALDAS NOVAS                            |GO|    |0000000|        01058041185010000000
C|C|1351 |GOIANESIA                               |GO|    |0000000|        01058041185010000000
C|C|1352 |CAJAMAR                                 |SP|    |0000000|        01058041185010000000
C|C|1353 |CAPINOPOLIS                             |MG|    |0000000|        01058041185010000000
C|C|1354 |RANCHARIA                               |SP|    |0000000|        01058041185010000000
C|C|1355 |ALEM PARAIBA                            |MG|    |0000000|        01058041185010000000
C|C|1356 |SAO DOMINGOS DO AZEITAO                 |MA|    |0000000|        01058041185010000000
C|C|1357 |MORRO AGUDO                             |SP|    |0000000|        01058041185010000000
C|C|1358 |SANTOS                                  |SP|    |0000000|        01058041185010000000
C|C|1359 |JACOBINA                                |BA|    |0000000|        01058041185010000000
C|C|1360 |CAMPO NOVO DO PARECIS                   |MT|    |0000000|        01058041185010000000
C|C|1361 |SAO MATEUS DO MARANHAO                  |MA|    |0000000|        01058041185010000000
C|C|1362 |LUIZ ALVES                              |SC|    |0000000|        01058041185010000000
C|C|1363 |VILA VALERIO                            |ES|    |0000000|        01058041185010000000
C|C|1364 |CAMBORIU                                |SC|    |0000000|        01058041185010000000
C|C|1365 |CAETES                                  |PE|    |0000000|        01058041185010000000
C|C|1366 |LINHARES                                |ES|    |0000000|        01058041185010000000
C|C|1367 |MAE DO RIO                              |PA|    |0000000|        01058041185010000000
C|C|1368 |ALMENARA                                |MG|    |0000000|        01058041185010000000
C|C|1369 |CAPAO BONITO                            |SP|    |0000000|        01058041185010000000
C|C|1370 |ORATORIOS                               |MG|    |0000000|        01058041185010000000
C|C|1371 |JUARA                                   |MT|    |0000000|        01058041185010000000
C|C|1372 |CANDIOTA                                |RS|    |0000000|        01058041185010000000
C|C|1373 |PAVUSSU                                 |PI|    |0000000|        01058041185010000000
C|C|1374 |VARGEM GRANDE                           |MA|    |0000000|        01058041185010000000
C|C|1375 |ITATIBA                                 |SP|    |0000000|        01058041185010000000
C|C|1376 |VARJAO                                  |GO|    |0000000|        01058041185010000000
C|C|1377 |MORRO DA GARCA                          |MG|    |0000000|        01058041185010000000
C|C|1378 |COLATINA                                |ES|    |0000000|        01058041185010000000
C|C|1379 |SCHROEDER                               |SC|    |0000000|        01058041185010000000
C|C|1380 |BOM JESUS DOS PERDOES                   |SP|    |0000000|        01058041185010000000
C|C|1381 |PORTALEGRE                              |RN|    |0000000|        01058041185010000000
C|C|1382 |ITATI                                   |RS|    |0000000|        01058041185010000000
C|C|1383 |RIBEIRAO PIRES                          |SP|    |0000000|        01058041185010000000
C|C|1384 |CARAPICUIBA                             |SP|    |0000000|        01058041185010000000
C|C|1385 |FEIRA NOVA                              |PE|    |0000000|        01058041185010000000
C|C|1386 |RESENDE COSTA                           |MG|    |0000000|        01058041185010000000
C|C|1387 |GUAIRA                                  |SP|    |0000000|        01058041185010000000
C|C|1388 |IGAPORA                                 |BA|    |0000000|        01058041185010000000
C|C|1389 |CIPOTANEA                               |MG|    |0000000|        01058041185010000000
C|C|1390 |IBIPEBA                                 |BA|    |0000000|        01058041185010000000
C|C|1391 |SANTA VITORIA DO PALMAR                 |RS|    |0000000|        01058041185010000000
C|C|1392 |MARAGOGIPE                              |BA|    |0000000|        01058041185010000000
C|C|1393 |FRANCISCO BADARO                        |MG|    |0000000|        01058041185010000000
C|C|1394 |IGREJA NOVA                             |AL|    |0000000|        01058041185010000000
C|C|1395 |IBIRITE                                 |MG|    |0000000|        01058041185010000000
C|C|1396 |GENERAL CARNEIRO                        |MT|    |0000000|        01058041185010000000
C|C|1397 |PIUMA                                   |ES|    |0000000|        01058041185010000000
C|C|1398 |MIRACEMA                                |RJ|    |0000000|        01058041185010000000
C|C|1399 |PORTO FERREIRA                          |SP|    |0000000|        01058041185010000000
C|C|1400 |GODOFREDO VIANA                         |MA|    |0000000|        01058041185010000000
C|C|1401 |MARACAI                                 |SP|    |0000000|        01058041185010000000
C|C|1402 |DAMIANOPOLIS                            |GO|    |0000000|        01058041185010000000
C|C|1403 |PASSAGEM FRANCA                         |MA|    |0000000|        01058041185010000000
C|C|1404 |CAMAMU                                  |BA|    |0000000|        01058041185010000000
C|C|1405 |VESPASIANO                              |MG|    |0000000|        01058041185010000000
C|C|1406 |MATOZINHOS                              |MG|    |0000000|        01058041185010000000
C|C|1407 |ILHA SOLTEIRA                           |SP|    |0000000|        01058041185010000000
C|C|1408 |PAULO AFONSO                            |BA|    |0000000|        01058041185010000000
C|C|1409 |BAMBUI                                  |MG|    |0000000|        01058041185010000000
C|C|1410 |MATUPA                                  |MT|    |0000000|        01058041185010000000
C|C|1411 |SAO JERONIMO                            |RS|    |0000000|        01058041185010000000
C|C|1412 |BOCAIUVA                                |MG|    |0000000|        01058041185010000000
C|C|1413 |SOURE                                   |PA|    |0000000|        01058041185010000000
C|C|1414 |CURVELANDIA                             |MT|    |0000000|        01058041185010000000
C|C|1415 |MORRO DO PILAR                          |MG|    |0000000|        01058041185010000000
C|C|1416 |IBIPORA                                 |PR|    |0000000|        01058041185010000000
C|C|1417 |JAGUARARI                               |BA|    |0000000|        01058041185010000000
C|C|1418 |NOVA PRATA                              |RS|    |0000000|        01058041185010000000
C|C|1419 |NOVA PETROPOLIS                         |RS|    |0000000|        01058041185010000000
C|C|1420 |ELDORADO DO SUL                         |RS|    |0000000|        01058041185010000000
C|C|1421 |OURO PRETO DO OESTE                     |RO|    |0000000|        01058041185010000000
C|C|1422 |PATY DO ALFERES                         |RJ|    |0000000|        01058041185010000000
C|C|1423 |VARZEA PAULISTA                         |SP|    |0000000|        01058041185010000000
C|C|1424 |FLORAI                                  |PR|    |0000000|        01058041185010000000
C|C|1425 |PARANAITA                               |MT|    |0000000|        01058041185010000000
C|C|1426 |SAO BENEDITO DO SUL                     |PE|    |0000000|        01058041185010000000
C|C|1427 |MONTE CASTELO                           |SP|    |0000000|        01058041185010000000
C|C|1428 |PRADOS                                  |MG|    |0000000|        01058041185010000000
C|C|1429 |CIPO                                    |BA|    |0000000|        01058041185010000000
C|C|1430 |MORUNGABA                               |SP|    |0000000|        01058041185010000000
C|C|1431 |PALMITAL                                |SP|    |0000000|        01058041185010000000
C|C|1432 |GRAMADO                                 |RS|    |0000000|        01058041185010000000
C|C|1433 |CABO DE SANTO AGOSTINHO                 |PE|    |0000000|        01058041185010000000
C|C|1434 |FERROS                                  |MG|    |0000000|        01058041185010000000
